Date,Reviews,Source,Rating,Designation,Employee Status
2022-04-08,Work life balance and unlimited casual leaves   Best mobiles in industry specially design and looks salarys on time good incentives ,Ambition Box,5.0,,
2022-03-24,Need more models in below 50k  So good environment and good staff ,Ambition Box,5.0,,
2022-03-20,A lot of politics  Management ,Ambition Box,5.0,,
2022-03-07,Vzhxjc  Nothing ,Ambition Box,5.0,,
2022-02-04,No surity of job  Love it ,Ambition Box,2.0,,
2021-08-07,Love it  Awesome ,Ambition Box,5.0,,
2021-08-06,Nothing  Work culture is awesome ,Ambition Box,5.0,,
2021-06-19,Increment  Overall Experience is ok ,Ambition Box,5.0,,
2021-05-10,Policy and work culture needs is their improvement area  Work exposure ,Ambition Box,4.0,,
2021-04-24,It comes up with new features and products   Just got transferred to delhi there nothing which I don't like it's good,Ambition Box,5.0,,
2021-04-20,work culture   process overhead on sdlc,Ambition Box,4.0,,
2021-04-17,Company policies   New peoples attitude etc,Ambition Box,5.0,,
2021-03-07,Work life balance is fine.   Poor culture. No job security. Average benefits. Lot of bureaucracy and dictator ship. No one listens . You feel choked as if in a gas chamber,Ambition Box,1.0,,
2021-03-04,Good work environment and peaceful atmosphere to work   Good work environment and culture.teammates are supportive and tha management is transparent.  Thaer is a huge cafeteria and gaming arcade for chiling company policy are good appraisal are fair and they give good salary hike and bonus every year. ,Ambition Box,5.0,,
2020-12-25,Group politics  Very worst ,Ambition Box,4.0,,
2020-11-16,They peoples not developed to next level not given oppturnity.. Whole bad experience  Working environment is cool. Good place to work and grow. ,Ambition Box,1.0,,
2020-11-08,"NA.  Freedom to learn, Work-life balance, Incentives, No politics ",Ambition Box,3.0,,
2020-09-30,"Training, upper management, Appraisal  I worked in motorola company with v5 global pvt LTD. In this pandemic situation they not even paid single penny...and no support from them ",Ambition Box,3.0,,
2020-07-27,Bad   Actually I love this brand ,Ambition Box,1.0,,
2020-06-21,"I was working with Motorola  2.5year but no any growth, my position  Great environment ",Ambition Box,5.0,,
2020-06-12,Polite  No Job safety ,Ambition Box,5.0,,
2020-05-13,"Nothing is good  Good work life balance
Learning on safety critical project ",Ambition Box,5.0,,
2020-04-19,Same work... Boring sometimes  work culture is good ,Ambition Box,2.0,,
2020-03-02,pressure was very high  Lots off presure ,Ambition Box,5.0,,
2020-01-02,"Work environment   Stock not available, no incentive, lower salary",Ambition Box,2.0,,
2020-01-02,All Good   Good company to improve your technologi skills. ,Ambition Box,5.0,,
2019-12-31,"I am a part of a team that markets reliable, high-quality products am and Another plus point is that my colleagues come from various cultural backgrounds, and we work happily in collaboration. I also like the employee re-hire policy here.   No",Ambition Box,5.0,,
2019-12-31,"business trips, new features development   career growth",Ambition Box,5.0,,
2019-12-17,I like company products.   I don't like company management,Ambition Box,4.0,,
2019-10-29,Just ok   No salaru ingriment,Ambition Box,5.0,,
2019-10-26,Opportunity to learn and showcase your talent.   Cost cutting post merger with lenovo.,Ambition Box,5.0,,
2019-10-25,Employee friendly   Job security,Ambition Box,5.0,,
2019-10-24,Salry timeing   Product not update,Ambition Box,5.0,,
2019-10-22,Flexible timing   Nothing,Ambition Box,5.0,,
2019-10-04,Given good opportunity as well as good salary package.   Nothing,Ambition Box,1.0,,
2019-09-30,It's very good job for me   Sometime if there is very Rush issue,Ambition Box,4.0,,
2019-08-28,Nothing happened in my life   No pramostions,Ambition Box,5.0,,
2019-08-10,Salary   Career growth,Ambition Box,3.0,,
2019-08-01,Good experience   Best company to skill development ,Ambition Box,5.0,,
2019-07-27,No growth  Good company for those who are hungry for technically and professionally inclined folks. You will get a chance to realise your real real tech strength to prove yourself. ,Ambition Box,1.0,,
2019-07-21,Nothing such for a real tech savvy folk  work experience excellent ,Ambition Box,5.0,,
2019-07-10,"Nothing  they are so good at taking care of us , so  m ready to take care of that company. ",Ambition Box,4.0,,
2019-06-26,no  My teammates n seniors are very good  and supportive. ,Ambition Box,5.0,,
2019-05-16,"Good   I like overall the work experience, a wonderful trip over all ",Ambition Box,4.0,,
2019-05-09,The sudden sale of the company which effected in our job  Team management not god,Ambition Box,5.0,,
2019-04-27,GOOD   GOOD,Ambition Box,5.0,,
2019-04-16,"Some highly talented colleagues.   No proper design process.
Ever changing requirements is the cause of poor quality code.
Product management has no clue what they are trying to achieve.
Bad middle and upper management, developer's concerns are straightaway thrown into the trash.
They will make you work till midnight for a feature and throw it away next day.
Some managers don't have life outside and they want to make sure you also don't have one....Read More",Ambition Box,5.0,,
2019-04-10,"Work environment,learning,innovation   Travel",Ambition Box,5.0,,
2019-03-28,Beware of the monitoring. The company hacks even personal phone and doesn't give any privacy.   Try not to ruin your career with this company.,Ambition Box,3.0,,
2019-03-26,No growth in career   No growth in career,Ambition Box,5.0,,
2019-03-18,Sporting seniors   On line product sale,Ambition Box,1.0,,
2019-03-15,Product based company   Learning,Ambition Box,4.0,,
2019-03-13,Hikes are based on manager irrespective of effort and completed on given time .   Its kodiak,Ambition Box,2.0,,
2019-03-12,Great company with work life balance   Company is in loss.. So no job security,Ambition Box,5.0,,
2019-03-11,Yes   Yes,Ambition Box,5.0,,
2019-03-05,Not Bed   Totally Fraud Company,Ambition Box,3.0,,
2019-03-04,Yes   All Good ,Ambition Box,5.0,,
2019-03-01,Products lineup's  Everything ,Ambition Box,5.0,,
2019-02-15,Nothing  Flexibility to define your own work schedule & my managerial queue which retains me here ,Ambition Box,5.0,,
2019-02-13,The MMIPL India culture is quite different as compared to global Lenovo & Moto cultures now a days. It's becoming more hierarchical day by day like an Indian company.  Work Culture ,Ambition Box,3.0,,
2019-02-12,"Simple superb   Nice place to work in Motorola mobility , Almost similar to western culture ",Ambition Box,5.0,,
2019-02-12,little more pro-active in terms of strategy .  Everything is Average. ,Ambition Box,5.0,,
2019-02-08,Everything is Average  Freedom of taking decision ,Ambition Box,5.0,,
2019-02-07,No defined systems  Noting ,Ambition Box,4.0,,
2019-02-07,"Compensation is decent, but growth is slow. The work pressure is very high. Sometimes, I have to work 14-18 hours straight in a day as I have to attend client calls in the evening and sometimes late into the night. Managers do not value an individuals’ unique strengths, which is why I have to take back my suggestions most of the times.  The  flexi work timings at MMIPL is the greatest factor why people don't leave MMIPL. ",Ambition Box,4.0,,
2019-01-28,No comments.  Nothing ,Ambition Box,5.0,,
2019-01-25,Leadership issue  Very good experience ,Ambition Box,5.0,,
2019-01-24,Career growth  Excellent ,Ambition Box,1.0,,
2019-01-03,I am lenovo and Motorola sarvice engg it's very easy sarvice smart phone   Nathing about that,Ambition Box,5.0,,
2018-12-24,Good company   Company is good but growth is very bad,Ambition Box,4.0,,
2018-12-18,"Over all job security is issue,other wise good   Management handling...",Ambition Box,3.0,,
2018-12-14,Wonderful work experience   Product's is good ,Ambition Box,4.0,,
2018-12-13,Job not secure  Get the chance to present your idea/ design. ,Ambition Box,5.0,,
2018-12-12,"There is no pipe-line, single project just keeping from the last decade. Superiority in the seniors, abusers, manager only listen to his fav( because manager is also dependent). Seriously no personal life ,they will make fake promises.  Yas like Motorola Marketing ",Ambition Box,4.0,,
2018-11-04,Learning space   Nothing,Ambition Box,5.0,,
2018-11-01,I learned how to work in stress and handle tought situation.   I found that there is no more scope of career growth in the compat after reaching certain level.,Ambition Box,3.0,,
2018-10-31,Career growth   No job security,Ambition Box,4.0,,
2018-10-31,Worklife balance   Its ok,Ambition Box,5.0,,
2018-10-26,"Work-life balance, innovative   Slow in adapting to market change",Ambition Box,4.0,,
2018-10-24,Experience growup is better whole working tenure.   Upper Management is poor,Ambition Box,5.0,,
2018-10-22,"The company is open innovation and result adopts latest technology.I love the fact that l am a part of a team that markets reliable,high quality products and has a global client base.
                                   Another plus point is that my colleagues come from various cultural backgrounds, and we work happily in the employee re-hire policy here.   Competition is decent,but growth is slow.The work pressure is very high.",Ambition Box,4.0,,
2018-10-08,It's was great to work for Motorola as a Sr Sale Officer. I learned lots of things by my trainer and my team leader it's would be gud experience for me in the future .. and I believe that learning to teach never ends. I have to do alot in life and learn.   The problem were that our salaries not credit on time. And the chances of promotion were very low. I have six year of experience in smartphone in live sales and sadly I gave my six year but never got promotion.,Ambition Box,4.0,,
2018-09-25,Best company to work   Leadership team was not open minded,Ambition Box,4.0,,
2018-09-14,Great. Place to work   Love the company,Ambition Box,5.0,,
2018-09-12,"Nice job 
With Brand Company   No",Ambition Box,5.0,,
2018-09-02,It was a great experience working with Motorola. Bosses are supportive and colleagues are helpful. There are no growth and opportunities in career. Working hour is long compared to salary.Training sedual are good but there is no job security.   About salary and working time.,Ambition Box,3.0,,
2018-08-30,Super   Super,Ambition Box,5.0,,
2018-08-30,Training   Excess target and not given much retailer scheme.,Ambition Box,4.0,,
2018-08-23,"You could learn things if you like on your own, no one will block you from learning.   The team culture and the micro-management is extreme, it is like they follow your every step within company. No team outings, no team lunch, literally nothing.",Ambition Box,1.0,,
2018-08-15,Yes   No job security,Ambition Box,5.0,,
2018-08-15,Nothing to say   Nothing,Ambition Box,4.0,,
2018-08-10,Learning polit   Politics,Ambition Box,5.0,,
2018-07-27,"Office time 
Facilities 
Management 
Team work is good   Nothing",Ambition Box,5.0,,
2018-07-25,"Nothing   No job security no salary appraisal no career growth and opportunities no incentive on time and very bad incentive scheme,
Motorola is running on distributior terms and conditions not there own terms and conditions they remove promoters because of there religious and they doing politics with there workers i left that company becausethey told u can't go to NAMAZ and they said they terminate me on no behalf i always do my best of my job i always do my monthly targets 100% above i left that company on 102% of my monthly achievement......Read More",Ambition Box,5.0,,
2018-07-13,Good company & nice service   Nothing,Ambition Box,5.0,,
2018-07-07,On time salary and insensitive   Daily sales upload,Ambition Box,2.0,,
2018-05-18,Yes I like my job. Of Motorola mobile pvt.ltd.com.   costumer service proper not provide in company,Ambition Box,5.0,,
2018-05-17,Excellent work culture. Strong ethics.   No dislikes,Ambition Box,5.0,,
2018-05-17,Good travel policy   No compensation stability. No Job security.,Ambition Box,4.0,,
2018-05-10,Work Life   Nothing,Ambition Box,5.0,,
2018-04-13,"work culture   Leadership not very open to talk or discuss, too much ego.",Ambition Box,5.0,,
2018-04-11,The job is the teacher of my life for every movement for every way   No comment,Ambition Box,5.0,,
2018-04-01,It has great working environment ment and all colleagues are very helping nature   It has nothing to dislike,Ambition Box,5.0,,
2018-03-26,"product are very good selling is good but models are not available   models not available,lack of salary Time, incentive structure is very bad",Ambition Box,4.0,,
2018-03-21,"No words to say 
Simply superr   Nothing",Ambition Box,5.0,,
,"Meet the super-premium and stylish #motog14, featuring an incredible 6.5"" FHD+ display, Stereo speakers with Dolby Atmos® & more. Launching 1 Aug. on Flipkart and motorola.in.",Facebook,,,
,How To Repair Samsung Note 9 No Network/No Service/No SignalSamsung No Network Solution..#Samsung #POCO #iphone14 #xiaomi #Vivo #xiaomi #Oppo #redmi #Huawei #Tecno #infinix #Nokia #OnePlus #Lenovo #Sony #REALME #honor #Alcatel #Meizu #Panasonic #Lava #Micromax #HTC #Motorola #cellphone #repair #fix #tutorial #Solutions #mobile,Facebook,,,
,"Enjoy your favourite content for hours without interruptions. With #motog14’s massive 5000mAh battery and 20W TurboPower™ Charging, you get to charge faster and stay charged for longer! Launching August 1st on Flipkart, motorola.in, and leading retail stores.",Facebook,,,
,#চলে_এসেছে_গ্লোবাল_ভার্সনMotorola Razr 40 5G 2023 8/256GB Taka —- 94900/-… See more,Facebook,,,
,My favorite,Facebook,,,
,#ContestAlert We’re on the lookout for a winner. ​Think you’re one? Participate in our upcoming contest and stand a chance to win big!,Facebook,,,
,"Capture brilliance with #motog14's 50MP Quad Pixel camera system. Enjoy vibrant clicks with 4x better low light sensitivity. Discover intricate details with the Macro Vision camera. Launching August 1st on Flipkart, motorola.in, and leading retail stores.",Facebook,,,
,"The Razr 40 Ultra is stylish and sexy foldable, check out our detailed review here!",Facebook,,,
,"Unleash your party spirit and keep music at your fingertips with the #motorolaRazr40Ultra, showcasing the World's Largest External Display with quick shortcuts to Spotify and more. Available now at just ₹7500*/ month on Amazon India, motorola.in, and leading retail stores.",Facebook,,,
,SALE!!! SALE!!! SALE!!!Buy any of these wiko unit and get free wiko T10 Buy 1 take 1 Motorala e7i Visit us at GAISANO INTERPACE COMPUTER SYSTEMS - Puerto Branch … See more,Facebook,,,
,"Make your phone 'hatke' with Android™13 and get a more usable, reliable and personal experience. Stay current with the latest innovations and get an assured upgrade to Android™14. Get ready as the #motog14 launches 1st August on Flipkart, motorola.in and leading retail stores",Facebook,,,
,"Let’s raise our glasses and wish a very Happy Birthday to our talented and remarkable brand ambassador, Kriti Sanon! Here's to another year of elegance, poise, and endless inspiration.  #HappyBirthdayKriti #MotorolaFamily",Facebook,,,
,(Motorola G14 vs Realme C53) | Which Phone is Better Realme C53 or Moto G14 | Video in (Hindi) by Technicalamiruddin#Technicalamiruddin#MotorolaG14Phone#RealmeC53Phone… See more,Facebook,,,
,"Enjoy 'hatke' sound with #motog14 as you dive into Dolby Atmos® for multidimensional sound that moves around you. Stereo speakers provide improved bass, cleaner vocals, and enhanced clarity. Launching August 1st on Flipkart, motorola.in, and leading retail stores.",Facebook,,,
,"SOLD UNITS #Xiaomi #Realme #Infinix #Tecno #Google #Blackview #Poco #Itel #Motorola Thank you for always trusting us! We accept installment via home credit, billease, atome and credit card. Just bring valid ID! … See more",Facebook,,,
,GX screen LCD。#touch#resolution#screen size#curved screen… See more,Facebook,,,
,"Huawei mobile phone batteries use lithium-ion battery technology with high capacity, long life and stable performance. They undergo rigorous safety testing and quality control to ensure stable battery life and safety performance.#Capacity#Battery life#Charging#Fastcharging… See more",Facebook,,,
,"#Motorola #MotoG14About This Video Doston es video mein meine aapse motorola ke new upcoming budget smartphone moto g14 smartphone ke baare mein baat ki hai, aur doston motorola g14 phone india mein official launch date announced ho gai hai |○ Your Queries:moto g14… See more",Facebook,,,
,JK screen LCD 。#touch#resolution#screen size#curved screen… See more,Facebook,,,
,"ASUS phones use lithium-ion battery technology, which typically has high energy density, long life, and short charging times.#Capacity#Battery life#Charging#Fastcharging… See more",Facebook,,,
,"Nubia mobile phones use lithium-ion battery technology, which has high capacity and long battery life. They undergo rigorous quality control and safety testing to ensure battery performance and safety.#Capacity#Battery life#Charging#Fastcharging… See more",Facebook,,,
,Urgent hiring for MotorolaMale and FemaleProfile: Sales promoter … See more,Facebook,,,
,Flip smartphones are increasingly becoming popular around the world. Here’s a detailed comparison of two of the most stunning flip phones.,Facebook,,,
,"Binge, stream and scroll like never before as every visual is elevated with the segment's most advanced 6.5"" FHD+ Display of the new #motog14. Launching August 1st on Flipkart, motorola.in, and leading retail stores.",Facebook,,,
,"Back in April 2021, T-Mobile rolled out its ‘5G For All’ campaign that aimed to offer a free budget-range 5G device to subscribers in exchange for any working device. The Un-carrier continues to offer this deal for the Motorola Edge 2022.",Facebook,,,
,Planing On Getting Me The Motorola Moto G Stylus 4G LTE (2023) Next Visit At Walmart For Me & Get An Unboxing For Yall  #TechNews #phoneindustry,Facebook,,,
,"Have your phone match your vibe whenever or wherever you #FlipForFun! Choose between a glass back or vegan leather finish with seamless hinge on the Motorola Razr 40 Ultra. Visit your nearest Reliance Digital store, the exclusive in-store partner for Moto Razr 40 Ultra and keep the fun going!#Reliance #RelianceDigital #Tech #Technology #Appliances #BuyNow #ShopNow #GreatDeals #GreatOffers #LatestInTech #BestInTech",Facebook,,,
,𝑰𝑻 𝑺𝑯𝑶𝑾 at Courts Mammouth FlacqDiagnostic your SMART Phone only at the 𝑰𝑻 𝑺𝑯𝑶𝑾 Flacq  Diagnostic your mobile with our expert!  Battery Screen Touch … See more,Facebook,,,
,Iphone 6sVivo y11Iphone 6plus Redmi 10c Lcd problem Done… See more,Facebook,,,
,Motorola Razr 40 Ultra is a true game-changer. Read our in-depth review here:,Facebook,,,
,"Lens film is a thin film protective layer attached to the camera or camera lens. It is made of special material, which is mainly used to protect the lens from scratches, fingerprints, dust and stains, etc., to maintain the clarity and quality of the lens.#iPhone#apple#Samsung#Huawei… See more",Facebook,,,
,The #Motorola Razr Plus is one of the best folding flip phones you can buy in 2023. But the #Samsung Galaxy Z Flip 5 has arrived — and it packs a punch.,Facebook,,,
,"Today, we're excited to spotlight the APX P25 two-way radios. These radios are designed with mission-critical operations in mind, where communication isn't just necessary, it's paramount.Motorola APX P25 radios are built with advanced technology, outstanding durability, and precise ergonomic controls that offer uncompromising performance and reliability.Our extensive APX portfolio includes something for everyone - from budget-friendly single-band radios, to ultra-rugged f… See more",Facebook,,,
,TUBEEZ™ GUCCI TANThreaded walkie talkie earpiece adds comfort and style to your surveillance headset gear! The best walkie talkie accessories for your motorola radio earpiece.Eliminates the uncomfortable stick and itch that is experienced with traditional silicone acoustic tubes.The fabric helps keep out moisture that eventually clogs your radio earpiece … See more,Facebook,,,
,"Samsung Galaxy Z Flip 5 vs Motorola Razr 40 Ultra: India price, features and specs compared.",Facebook,,,
,"The Galaxy Z Flip 5 is Samsung's latest clamshell foldable phone. Here's how its specs compare to those of its most prominent competitor, the Motorola Razr+.",Facebook,,,
,"Nothing makes you stand out more than the ‘hatke’ #motog14. Its breathtaking design, vibrant colors, and distinctive style are sure to captivate everyone. Launching August 1st on Flipkart, motorola.in, and leading retail stores.",Facebook,,,
,Although HAWK my favorite from the SUC I really miss Motorola,Facebook,,,
,Motorola Razr 40 Ultra ASMR Unboxing....… See more,Facebook,,,
,"1980 premiership captain Bruce Monteath will be our Homecoming Hero this Sunday, presented by Motorola. — with Motorola.",Facebook,,,
,Flip phones are making a comeback! Here’s why Motorola’s Razr 40 is the one you want.,Facebook,,,
,Even after 10 years of durability testing phones... Manufactures continue to surprise us with new ways phones can break! Today we durability test the new Motorola Razr Phone Plus - also called the Razr 40 Ultra outside the USA. The newest folding phone from Motorola is a beauty to look at - with its wall to wall triple hole punch display on the outside.,Facebook,,,
,"ICYMI, check out our Motorola Edge 40 review to find out if this is the phone that checks all the right boxes for you or not!",Facebook,,,
,This is not how we expected the Motorola Razr Plus to break,Facebook,,,
,"Homecoming Hero, Craig McKellar Presented by Motorola",Facebook,,,
,"Flex your style and flaunt this super stylish, ultra-pocketable, and infinitely flexible design marvels - #MotorolaRazr40 & #MotorolaRazr40Ultra. Now available on Reliance Digital & motorola.in starting at just ₹54,999*",Facebook,,,
,"Soar to new heights with the #MotorolaRazr40Ultra Join us in the  #Razrflipping life of @pilotlaxmi, showcasing how this revolutionary flippable phone keeps her connected and productive. From flight related information to staying connected with loved ones, the #MotorolaRazr40Ultra is your ultimate  companion. Get ready to elevate your smartphone experience with the #RazrRevolution2023.… See more",Facebook,,,
,"Matt's mum can make that Facebook status now  Watch as our debutant calls his parents, thanks to Motorola.",Facebook,,,
,"Check out the wonderful review from news.com.au on the new motorola razr 40 ultra!""The new device is wowing phone fans and tech enthusiasts as one of the first pocketable flip phones to house a large outer touch screen""The motorola razr 40 ultra is available now!… See more",Facebook,,,
,"When buying a smartphone, choosing iPhone vs. an Android isn't easy. They're similar, but they do differ in crucial areas. Get the facts so you can make the choice that's right for you.",Facebook,,,
,Can we just take a moment here to admire the beauty of the new Motorola Edge 40? #PushItToTheEdge #MotorolaEdge40ممكن لحظة نتأمل فيها جمال موتورولا Edge 40؟ #موت… See more,Facebook,,,
,"From Braces to Bakes: My #Razrflipping Food Journey through life's twists and turns!"""" Join me  as I bare it all on a nostalgic trip down memory lane with the all new #MotorolaRazr40Ultra, recounting my remarkable transformation from an orthodontist to a food blogging baker. Amidst life's rollercoaster ride, I discovered my passion for all things culinary, embracing the ups and downs with unwavering love for food. Get ready for a reel filled with heartwarming anecdotes and… See more",Facebook,,,
,"What happens when you reimagine an iconic brand and an iconic form factor? You get the all-new #motorolaRazr40Ultra and #motorolaRazr40. Two infinitely flexible, ultra-pocketable, gapless, and virtually creaseless devices that can adapt to different modes of use and look super stylish at the same time. Now, it’s your turn to make the move and #FlipTheScript.",Facebook,,,
,"It’s time to get groovin’, get movin’ and make way for #motorolarazr40, where pocketable perfection meets an unparalleled user experience. With its flexible design and creaseless 6.9"" pOLED Display. Get it at ₹54,999* on Amazon India, motorola.in and at leading retail stores",Facebook,,,
,"#ContestAlert Win exciting prizes by answering this: ​'It’s a 10/10 but it’s better because the #motorolaRazr40Ultra’s External Display is _” big!' ​Answer in the comments below, and like the live stream of the event. Contest is  open till 11:59 PM tonight! Use the #RazrRevolution2023 and #RazrQuizMania https://bit.ly/3pBggxa",Facebook,,,
,"Experience the future of smartphone design with #MotorolaRazr40Ultra's sleek aesthetics and cutting-edge features, while embracing the flawless flexibility of the gapless #MotorolaRazr40. Get #motorolaRazr40Ultra at ₹82,999* and #motorolaRazr40 at ₹54,999* . Sale starts 15 July on Amazon India, motorola.in and leading retail stores.",Facebook,,,
,"THE DAY IS FINALLY HERE!The motorola razr 40 ultra is available NOW at JB Hi-Fi, Officeworks, BIG W Australia, The Good Guys, Harvey Norman and motorola.com.au The motorola edge 40 is available now at JB Hi-Fi, Officeworks, BIG W, The Good Guys, Harvey Norman and motorola.com.au … See more",Facebook,,,
,"Witness Kriti #FliptheScript alongside the revolutionary #motorolaRazr40Ultra. This flip phone redefines portability and functionality, boasting the extraordinary World's Largest 3.6"" External Display. With a blazing-fast 144Hz refresh rate and an impressive 1100nits brightness, it's a true visual marvel. Get it at ₹82,999*(incl. bank offer). Sale starts 15th July on Amazon, motorola.in & leading retail stores.",Facebook,,,
,"The World's Most Flamboyant Performer, the #motorolaedge40 is now in Viva Magenta! Stylish, durable, and water-resistant, 144Hz pOLED display, 50MP camera system, fast charging and more! Buy now at just ₹29,999 on Flipkart, motorola.in and at leading retail stores.",Facebook,,,
,"As we stroll through the final leg of the #RazrRevolution2023,let us introduce Dr.Ahmed Ashfaq, the Smile Alchemist who not only spread smiles with his orthodentistry but also provided true happiness to one and all after deciding to #FlipTheScript with his culinary brilliance after re-inventing himself into a #Razrflipping gourmet chef and confectioner with his ever so reliable  companion, the all new #MotorolaRazr40Ultra. #MotorolaRazr40Ultra, launching all over  India on th… See more",Facebook,,,
,Motorola Razr 40 series India launch today: Here's what to expect #motorolaRazr40 #motorolaRazr40Ultra,Facebook,,,
,#ContestAlert Calling out all the Razr Fans to participate in the quiz and stand a chance to win exciting prices at the #MotorolaRazr launch event. All you need to do is answer the questions asked during the event and use #RazrFlippingContest and #RazrRevolution2023. Tune in to our Youtube Channel at 5PM.,Facebook,,,
,"Let's #FlipTheScript and embrace the past: As I stroll down the memory lane, I revisit the days when bullying cast its dark shadow upon my #Razrflipping path.It was a battle that tested my resilience, but I wasn't alone. My parents, my true friends, became my shield and support system.… See more",Facebook,,,
,"Motorola will be launching Razr 40 and Razr 40 Ultra today in India, which might undercut Samsung and OPPO foldable phones in pricing.",Facebook,,,
,"Introducing the ultra-modern, ultra-pocketable motorola razr 40 ultra.Pre-order and get a bonus set of Bose QuietComfort® Earbuds II when you redeem after purchase*!  Shop now: https://fal.cn/3zCR2… See more",Facebook,,,
,"#Smartphone brands such as #Samsung, #Motorola, #OnePlus, #Oppo and iQOO have lined up a series of launches across price ranges coinciding with the upcoming ecommerce sales.",Facebook,,,
,"Say Hello to the new and improved #Razrflipping Madhusudan Patidar as he prepares to #FlipTheScript this time with something that will aggrandize the #RazrRevolution2023 futhermore.Join us as we witness the quintessential cragsman,vagabond and globetrotter embrace the depths of his innermost trials and tribulations in tow with the all new #motorolaRazr40ultra adding to yet another evocative and spellbinding chapter in the young achiever's life including our own.#MotorolaRaz… See more",Facebook,,,
," Wantoks, say Hello to the all new and sleek, MOTOROLA e13 Smartphone. Get yours at a Digicel Store today for only K429 & receive 50GB FREE DATA plus A Chance to WIN a second handset! #Motorolae13 #DigicelBetterTogether",Facebook,,,
,"Here’s a sneak peek of a phenomenal launch event at Madrid, Spain for the launch of the #motorolaRazr40Ultra. Coming soon in India on @amzonIN",Facebook,,,
," Hey PNG! Introducing the all New Motorola e13, for only K429!   That's right, buy a Moto e13 today and receive 50GB FREE DATA + A chance to WIN a second handset. What are you waiting for? Get yours at a Digicel store today for your chance to Win! #Digicel #HelloMoto #Motorola #DigicelBetterTogether",Facebook,,,
,The unimaginable turns into reality. It is time to explore infinite possibilities with motorola razr 40 ultra.  #FlipTheScript #razr40ultraLearn more: bit.ly/43tzOSM,Facebook,,,
,"IT’S FINALLY HERE  Introducing the ultra-modern, ultra-pocketable new motorola razr+. Register for early access to pre-order: https://bit.ly/3OHVMwZ #FlipTheScript #razr",Facebook,,,
,Motorola might have finally cracked the Razr formula,Facebook,,,
,Unfold your dreams into reality . Do the unthinkable and be more with motorola razr 40 ultra. #FlipTheScript #razr40ultraLearn more: bit.ly/43tzOSM,Facebook,,,
,Let in more light with the widest aperture on any smartphone - motorola edge 40 . #findyouredgeLearn more: https://bit.ly/3NJhCQp,Facebook,,,
,"Hello Moto.We’re very excited to welcome Motorola back to the UK’s fastest 5G network.Introducing the Motorola Razr 40 Ultra, the foldable worth paying attention to. Featuring – … See more",Facebook,,,
,Don’t let low lighting dim your creativity . Capture brighter images on motorola edge 40 with the widest aperture on a smartphone. #findyouredgeLearn more: https://bit.ly/3NJhCQp,Facebook,,,
,"This is the Motorola Moto Edge Plus (2023)!  For under $800, you sure do get a lot of high-end specs. But is it going to be enough to get you to switch to Motorola? Let us know what you think about the new Edge Plus in the comments, and find out more about this phone (and others Moto launched today) at link in bio!....… See more",Facebook,,,
,Motorola Edge Plus (2023) review,Facebook,,,
,,Times of India,,,
,"Amazon India's Prime Day 2023 sale will commence from July 15 to July 16, offering up to a 40% discount on all products, including top brands like Samsung, OnePlus and more. The sale will feature deals on smartphones, with iPhone 14 available for Rs 66,499 and the Lava Blaze 5G being the most affordable 5G smartphone starting at Rs 10,499. Amazon will also offer discounts on Samsung's Galaxy M34 5G, available at Rs 16,999, and on OnePlus' Nord CE 2 Lite. Additionally, Nokia C12 will be available at Rs 5,129.",Times of India,,,
,"Amazon India has announced its annual Prime Day sale, which will take place on July 15th and 16th. Prime members will have access to exclusive deals and discounts on a wide range of products, including smartphones, laptops, electronics, and home appliances. During the sale, customers can also enjoy additional discounts by using ICICI Bank Credit/Debit cards and SBI Credit Cards. The sale will feature new launches from top Indian and global brands, as well as discounts on electronics appliances such as TVs, laptops, and smartphones.",Times of India,,,
,"Amazon India has completed its seventh Prime Day sale, with the platform offering discounts across all categories, including popular smartphone and electronics brands such as Samsung, OnePlus, and Realme. The event was the largest Prime Day sale to date and saw a 14% growth in Prime membership engagement compared to prior years. Top-selling devices included the recently launched Samsung Galaxy M34 5G, with five smartphones selling every second and 70% of demand coming from tier 2 and 3 cities. During the Prime Day, 22,190 orders were placed every minute.",Times of India,,,
,"Motorola G32 made its debut in India in 2022. The company also launched an 8GB RAM variant earlier this year. Now, e-tailer Flipkart has slashed the price of the Motorola G32 smartphone. The smartphone is now available for purchase at Rs 10,999 on Flipkart. The original price of the phone was Rs 16,999, with this, the smartphone has seen a price drop of 35%.",Times of India,,,
,"From July 15th to 16th, get exclusive discounts that are only available to Prime members. Upgrade your appliances, revamp your wardrobe, and indulge in some guilt-free shopping with incredible savings. Don't miss out on this highly anticipated sale and get your hands on the latest mobiles like the OnePlus Nord 3 5G, realme narzo 60 5G, Samsung Galaxy M34 and more.",Times of India,,,
,"Venkat Krishnan, the executive director of global partner solutions (GPS) at Microsoft India, leads the Microsoft partner business strategy, enabling partners to build IP, services, and businesses for digital transformation. Microsoft Cloud Partner Program offers benefits such as access to global network, insights, tools, training, and resources for partners to build connections, drive customer success, and reach their full business potential. Krishnan revealed their focus on customer-first, partner-led initiatives and programs that empower partners. Microsoft now offers 28 specializations in its revamped GPS program, providing flexibility for partners.",Times of India,,,
