Date,Source,Rating,Designation,Employee Status,Reviews,Sentiment Score,Sentiment
2021-03-04,Ambition Box,5.0,,,Good work environment peaceful atmosphere work Good work environment cultureteammates supportive tha management transparent Thaer huge cafeteria gaming arcade chiling company policy good appraisal fair give good salary hike bonus every year,0.9723,Good
2020-12-25,Ambition Box,4.0,,,Group politics worst,-0.6249,Bad
2020-11-16,Ambition Box,1.0,,,peoples not developed next level not given oppturnity Whole bad experience Working environment cool Good place work grow,0.1779,Good
2020-11-08,Ambition Box,3.0,,,NA Freedom learn Worklife balance Incentives No politics,0.6486,Good
2020-09-30,Ambition Box,3.0,,,Training upper management Appraisal worked in motorola company with v5 global pvt LTD In pandemic situation not even paid single pennyand no support from them,0.128,Good
2020-07-27,Ambition Box,1.0,,,Bad Actually love brand,0.1779,Good
2020-06-21,Ambition Box,5.0,,,was working with Motorola 25year but no growth my position Great environment,0.8047,Good
2020-06-12,Ambition Box,5.0,,,Polite No Job safety,0.1531,Good
2020-05-13,Ambition Box,5.0,,,Nothing good Good work life balance Learning safety critical project,-0.5126,Bad
2020-04-19,Ambition Box,2.0,,,Same work Boring sometimes work culture good,0.1531,Good
2020-03-02,Ambition Box,5.0,,,pressure was high Lots off presure,-0.296,Bad
2020-01-02,Ambition Box,2.0,,,Work environment Stock not available no incentive lower salary,-0.3447,Bad
2020-01-02,Ambition Box,5.0,,,All Good Good company improve your technologi skills,0.8271,Good
2019-12-31,Ambition Box,5.0,,,part team that markets reliable highquality products Another plus point that my colleagues come from various cultural backgrounds we work happily in collaboration also like employee rehire policy here No,0.5994,Good
2019-12-31,Ambition Box,5.0,,,business trips new features development career growth,0.3818,Good
2019-12-17,Ambition Box,4.0,,,like company products dont like company management,0.6124,Good
2019-10-29,Ambition Box,5.0,,,Just ok No salaru ingriment,0.0,Neutral
2019-10-26,Ambition Box,5.0,,,Opportunity learn showcase your talent Cost cutting post merger with lenovo,0.6249,Good
2019-10-25,Ambition Box,5.0,,,Employee friendly Job security,0.6808,Good
2019-10-24,Ambition Box,5.0,,,Salry timeing Product not update,0.0,Neutral
2019-10-22,Ambition Box,5.0,,,Flexible timing Nothing,0.2263,Good
2019-10-04,Ambition Box,1.0,,,Given good opportunity well good salary package Nothing,0.8658,Good
2019-09-30,Ambition Box,4.0,,,Its good job me Sometime if there Rush issue,0.4404,Good
2019-08-28,Ambition Box,5.0,,,Nothing happened in my life No pramostions,-0.296,Bad
2019-08-10,Ambition Box,3.0,,,Salary Career growth,0.3818,Good
2019-08-01,Ambition Box,5.0,,,Good experience Best company skill development,0.7964,Good
2019-07-27,Ambition Box,1.0,,,No growth Good company those hungry technically professionally inclined folks get chance realise your real real tech strength prove yourself,0.8176,Good
2019-07-21,Ambition Box,5.0,,,Nothing such real tech savvy folk work experience excellent,0.5719,Good
2019-07-10,Ambition Box,4.0,,,Nothing good taking care m ready take care that company,-0.6324,Bad
2019-06-26,Ambition Box,5.0,,,no My teammates n seniors good supportive,0.4404,Good
2019-05-16,Ambition Box,4.0,,,Good like overall work experience wonderful trip over all,0.8442,Good
2019-05-09,Ambition Box,5.0,,,sudden sale company which effected in job Team management not god,-0.2057,Bad
2019-04-27,Ambition Box,5.0,,,GOOD GOOD,0.7003,Good
2019-04-16,Ambition Box,5.0,,,Some highly talented colleagues No proper design process Ever changing requirements cause poor quality code Product management has no clue what trying achieve Bad middle upper management developers concerns straightaway thrown into trash make work till midnight feature throw it away next day Some managers dont have life outside want make sure also dont have oneRead More,-0.6213,Bad
2019-04-10,Ambition Box,5.0,,,Work environmentlearninginnovation Travel,0.0,Neutral
2019-03-28,Ambition Box,3.0,,,Beware monitoring company hacks even personal phone doesnt give privacy Try not ruin your career with company,0.4717,Good
2019-03-26,Ambition Box,5.0,,,No growth in career No growth in career,0.2023,Good
2019-03-18,Ambition Box,1.0,,,Sporting seniors line product sale,0.0,Neutral
2019-03-15,Ambition Box,4.0,,,Product based company Learning,0.0,Neutral
2019-03-13,Ambition Box,2.0,,,Hikes based manager irrespective effort completed given time Its kodiak,0.0,Neutral
2019-03-12,Ambition Box,5.0,,,Great company with work life balance Company in loss no job security,0.4588,Good
2019-03-11,Ambition Box,5.0,,,Yes Yes,0.6597,Good
2019-03-05,Ambition Box,3.0,,,Not Bed Totally Fraud Company,0.5088,Good
2019-03-04,Ambition Box,5.0,,,Yes All Good,0.6808,Good
2019-03-01,Ambition Box,5.0,,,Products lineups Everything,0.0,Neutral
2019-02-15,Ambition Box,5.0,,,Nothing Flexibility define your own work schedule my managerial queue which retains me here,-0.2584,Bad
2019-02-13,Ambition Box,3.0,,,MMIPL India culture quite different compared global Lenovo Moto cultures now days Its becoming more hierarchical day by day like an Indian company Work Culture,0.3612,Good
2019-02-12,Ambition Box,5.0,,,Simple superb Nice place work in Motorola mobility Almost similar western culture,0.7845,Good
2019-02-12,Ambition Box,5.0,,,little more proactive in terms strategy Everything Average,0.4243,Good
2019-02-08,Ambition Box,5.0,,,Everything Average Freedom taking decision,0.6369,Good
2019-02-07,Ambition Box,4.0,,,No defined systems Noting,-0.296,Bad
2019-02-07,Ambition Box,4.0,,,Compensation decent but growth slow work pressure high Sometimes have work 1418 hours straight in day have attend client calls in evening sometimes late into night Managers not value an individuals’ unique strengths which why have take back my suggestions most times flexi work timings MMIPL greatest factor why people dont leave MMIPL,0.8994,Good
2019-01-28,Ambition Box,5.0,,,No comments Nothing,-0.296,Bad
2019-01-25,Ambition Box,5.0,,,Leadership issue good experience,0.4404,Good
2019-01-24,Ambition Box,1.0,,,Career growth Excellent,0.743,Good
2019-01-03,Ambition Box,5.0,,,lenovo Motorola sarvice engg its easy sarvice smart phone Nathing about that,0.6808,Good
2018-12-24,Ambition Box,4.0,,,Good company Company good but growth bad,0.1406,Good
2018-12-18,Ambition Box,3.0,,,Over all job security issueother wise good Management handling,0.8126,Good
2018-12-14,Ambition Box,4.0,,,Wonderful work experience Products good,0.765,Good
2018-12-13,Ambition Box,5.0,,,Job not secure Get chance present your idea design,-0.4168,Bad
2018-12-12,Ambition Box,4.0,,,There no pipeline single project just keeping from last decade Superiority in seniors abusers manager only listen his fav because manager also dependent Seriously no personal life make fake promises Yas like Motorola Marketing,-0.3182,Bad
2018-11-04,Ambition Box,5.0,,,Learning space Nothing,0.0,Neutral
2018-11-01,Ambition Box,3.0,,,learned how work in stress handle tought situation found that there no more scope career growth in compat after reaching certain level,0.1935,Good
2018-10-31,Ambition Box,4.0,,,Career growth No job security,0.4215,Good
2018-10-31,Ambition Box,5.0,,,Worklife balance Its ok,0.296,Good
2018-10-26,Ambition Box,4.0,,,Worklife balance innovative Slow in adapting market change,0.4404,Good
2018-10-24,Ambition Box,5.0,,,Experience growup better whole working tenure Upper Management poor,-0.0516,Bad
2018-10-22,Ambition Box,4.0,,,company open innovation result adopts latest technologyI love fact that l part team that markets reliablehigh quality products has global client base Another plus point that my colleagues come from various cultural backgrounds we work happily in employee rehire policy here Competition decentbut growth slowThe work pressure high,0.91,Good
2018-10-08,Ambition Box,4.0,,,Its was great work Motorola Sr Sale Officer learned lots things by my trainer my team leader its would gud experience me in future believe that learning teach never ends have alot in life learn problem were that salaries not credit time chances promotion were low have six year experience in smartphone in live sales sadly gave my six year but never got promotion,-0.3895,Bad
2018-09-25,Ambition Box,4.0,,,Best company work Leadership team was not open minded,0.6369,Good
2018-09-14,Ambition Box,5.0,,,Great Place work Love company,0.8519,Good
2018-09-12,Ambition Box,5.0,,,Nice job With Brand Company No,0.1531,Good
2018-09-02,Ambition Box,3.0,,,It was great experience working with Motorola Bosses supportive colleagues helpful There no growth opportunities in career Working hour long compared salaryTraining sedual good but there no job security About salary working time,0.8074,Good
2018-08-30,Ambition Box,5.0,,,Super Super,0.8316,Good
2018-08-30,Ambition Box,4.0,,,Training Excess target not given much retailer scheme,0.0,Neutral
2018-08-23,Ambition Box,1.0,,,could learn things if like your own no one block from learning team culture micromanagement extreme it like follow your every step within company No team outings no team lunch literally nothing,-0.5423,Bad
2018-08-15,Ambition Box,5.0,,,Yes No job security,0.4404,Good
2018-08-15,Ambition Box,4.0,,,Nothing say Nothing,0.0,Neutral
2018-08-10,Ambition Box,5.0,,,Learning polit Politics,0.0,Neutral
2018-07-27,Ambition Box,5.0,,,Office time Facilities Management Team work good Nothing,0.4404,Good
2018-07-25,Ambition Box,5.0,,,Nothing No job security no salary appraisal no career growth opportunities no incentive time bad incentive scheme Motorola running distributior terms conditions not there own terms conditions remove promoters because there religious doing politics with there workers left that company becausethey told u cant go NAMAZ said terminate me no behalf always my best my job always my monthly targets 100 above left that company 102 my monthly achievementRead More,0.4501,Good
2018-07-13,Ambition Box,5.0,,,Good company nice service Nothing,0.6908,Good
2018-07-07,Ambition Box,2.0,,,time salary insensitive Daily sales upload,-0.2263,Bad
2018-05-18,Ambition Box,5.0,,,Yes like my job Motorola mobile pvtltdcom costumer service proper not provide in company,0.6369,Good
2018-05-17,Ambition Box,5.0,,,Excellent work culture Strong ethics No dislikes,0.4767,Good
2018-05-17,Ambition Box,4.0,,,Good travel policy No compensation stability No Job security,0.2263,Good
2018-05-10,Ambition Box,5.0,,,Work Life Nothing,0.0,Neutral
2018-04-13,Ambition Box,5.0,,,work culture Leadership not open talk or discuss too much ego,0.0,Neutral
2018-04-11,Ambition Box,5.0,,,job teacher my life every movement every way No comment,-0.296,Bad
2018-04-01,Ambition Box,5.0,,,It has great working environment ment all colleagues helping nature It has nothing dislike,0.8168,Good
2018-03-26,Ambition Box,4.0,,,product good selling good but models not available models not availablelack salary Time incentive structure bad,0.1027,Good
2018-03-21,Ambition Box,5.0,,,No words say Simply superr Nothing,-0.296,Bad
,Facebook,,,,Meet superpremium stylish motog14 featuring an incredible 65 FHD display Stereo speakers with Dolby Atmos® more Launching 1 Aug Flipkart motorolain,0.0,Neutral
,Facebook,,,,How Repair Samsung Note 9 No NetworkNo ServiceNo SignalSamsung No Network SolutionSamsung POCO iphone14 xiaomi Vivo xiaomi Oppo redmi Huawei Tecno infinix Nokia OnePlus Lenovo Sony REALME honor Alcatel Meizu Panasonic Lava Micromax HTC Motorola cellphone repair fix tutorial Solutions mobile,0.128,Good
,Facebook,,,,Enjoy your favourite content hours without interruptions With motog14’s massive 5000mAh battery 20W TurboPower™ Charging get charge faster stay charged longer Launching August 1st Flipkart motorolain leading retail stores,0.5659,Good
,Facebook,,,,চলেএসেছেগ্লোবালভার্সনMotorola Razr 40 5G 2023 8256GB Taka — 94900… See more,0.0,Neutral
,Facebook,,,,My favorite,0.4588,Good
,Facebook,,,,ContestAlert We’re lookout winner ​Think you’re one Participate in upcoming contest stand chance win big,0.8625,Good
,Facebook,,,,Capture brilliance with motog14s 50MP Quad Pixel camera system Enjoy vibrant clicks with 4x better low light sensitivity Discover intricate details with Macro Vision camera Launching August 1st Flipkart motorolain leading retail stores,0.9313,Good
,Facebook,,,,Razr 40 Ultra stylish sexy foldable check out detailed review here,0.5267,Good
,Facebook,,,,Unleash your party spirit keep music your fingertips with motorolaRazr40Ultra showcasing Worlds Largest External Display with quick shortcuts Spotify more Available now just ₹7500 month Amazon India motorolain leading retail stores,0.6249,Good
,Facebook,,,,SALE SALE SALEBuy these wiko unit get free wiko T10 Buy 1 take 1 Motorala e7i Visit GAISANO INTERPACE COMPUTER SYSTEMS Puerto Branch … See more,0.5106,Good
,Facebook,,,,Make your phone hatke with Android™13 get more usable reliable personal experience Stay current with latest innovations get an assured upgrade Android™14 Get ready motog14 launches 1st August Flipkart motorolain leading retail stores,0.6124,Good
,Facebook,,,,Let’s raise glasses wish Happy Birthday talented remarkable brand ambassador Kriti Sanon Heres another year elegance poise endless inspiration HappyBirthdayKriti MotorolaFamily,0.9628,Good
,Facebook,,,,Motorola G14 vs Realme C53 Which Phone Better Realme C53 or Moto G14 Video in Hindi by TechnicalamiruddinTechnicalamiruddinMotorolaG14PhoneRealmeC53Phone… See more,0.4404,Good
,Facebook,,,,Enjoy hatke sound with motog14 dive into Dolby Atmos® multidimensional sound that moves around Stereo speakers provide improved bass cleaner vocals enhanced clarity Launching August 1st Flipkart motorolain leading retail stores,0.8658,Good
,Facebook,,,,SOLD UNITS Xiaomi Realme Infinix Tecno Google Blackview Poco Itel Motorola Thank always trusting We accept installment via home credit billease atome credit card Just bring valid ID … See more,0.9001,Good
,Facebook,,,,GX screen LCD。touchresolutionscreen sizecurved screen… See more,0.0,Neutral
,Facebook,,,,Huawei mobile phone batteries use lithiumion battery technology with high capacity long life stable performance undergo rigorous safety testing quality control ensure stable battery life safety performanceCapacityBattery lifeChargingFastcharging… See more,0.8591,Good
,Facebook,,,,Motorola MotoG14About Video Doston es video mein meine aapse motorola ke new upcoming budget smartphone moto g14 smartphone ke baare mein baat ki hai aur doston motorola g14 phone india mein official launch date announced ho gai hai ○ Your Queriesmoto g14… See more,0.0,Neutral
,Facebook,,,,JK screen LCD 。touchresolutionscreen sizecurved screen… See more,0.3885,Good
,Facebook,,,,ASUS phones use lithiumion battery technology which typically has high energy density long life short charging timesCapacityBattery lifeChargingFastcharging… See more,0.2732,Good
,Facebook,,,,Nubia mobile phones use lithiumion battery technology which has high capacity long battery life undergo rigorous quality control safety testing ensure battery performance safetyCapacityBattery lifeChargingFastcharging… See more,0.5106,Good
,Facebook,,,,Urgent hiring MotorolaMale FemaleProfile Sales promoter … See more,0.2023,Good
,Facebook,,,,Flip smartphones increasingly becoming popular around world Here’s detailed comparison two most stunning flip phones,0.6901,Good
,Facebook,,,,Binge stream scroll like never before every visual elevated with segments most advanced 65 FHD Display new motog14 Launching August 1st Flipkart motorolain leading retail stores,0.5849,Good
,Facebook,,,,Back in April 2021 TMobile rolled out its ‘5G All’ campaign that aimed offer free budgetrange 5G device subscribers in exchange working device Uncarrier continues offer deal Motorola Edge 2022,0.5106,Good
,Facebook,,,,Planing Getting Me Motorola Moto G Stylus 4G LTE 2023 Next Visit Walmart Me Get An Unboxing Yall TechNews phoneindustry,0.0,Neutral
,Facebook,,,,Have your phone match your vibe whenever or wherever FlipForFun Choose between glass back or vegan leather finish with seamless hinge Motorola Razr 40 Ultra Visit your nearest Reliance Digital store exclusive instore partner Moto Razr 40 Ultra keep fun goingReliance RelianceDigital Tech Technology Appliances BuyNow ShopNow GreatDeals GreatOffers LatestInTech BestInTech,0.5859,Good
,Facebook,,,,𝑰𝑻 𝑺𝑯𝑶𝑾 Courts Mammouth FlacqDiagnostic your SMART Phone only 𝑰𝑻 𝑺𝑯𝑶𝑾 Flacq Diagnostic your mobile with expert Battery Screen Touch … See more,0.5319,Good
,Facebook,,,,Iphone 6sVivo y11Iphone 6plus Redmi 10c Lcd problem Done… See more,-0.4019,Bad
,Facebook,,,,Motorola Razr 40 Ultra true gamechanger Read indepth review here,0.4215,Good
,Facebook,,,,Lens film thin film protective layer attached camera or camera lens It made special material which mainly used protect lens from scratches fingerprints dust stains etc maintain clarity quality lensiPhoneappleSamsungHuawei… See more,0.7906,Good
,Facebook,,,,Motorola Razr Plus one best folding flip phones buy in 2023 But Samsung Galaxy Z Flip 5 has arrived — it packs punch,0.3818,Good
,Facebook,,,,Today were excited spotlight APX P25 twoway radios These radios designed with missioncritical operations in mind where communication isnt just necessary its paramountMotorola APX P25 radios built with advanced technology outstanding durability precise ergonomic controls that offer uncompromising performance reliabilityOur extensive APX portfolio includes something everyone from budgetfriendly singleband radios ultrarugged f… See more,0.8126,Good
,Facebook,,,,TUBEEZ™ GUCCI TANThreaded walkie talkie earpiece adds comfort style your surveillance headset gear best walkie talkie accessories your motorola radio earpieceEliminates uncomfortable stick itch that experienced with traditional silicone acoustic tubesThe fabric helps keep out moisture that eventually clogs your radio earpiece … See more,0.7717,Good
,Facebook,,,,Samsung Galaxy Z Flip 5 vs Motorola Razr 40 Ultra India price features specs compared,0.0,Neutral
,Facebook,,,,Galaxy Z Flip 5 Samsungs latest clamshell foldable phone Heres how its specs compare those its most prominent competitor Motorola Razr,0.3804,Good
,Facebook,,,,Nothing makes stand out more than ‘hatke’ motog14 Its breathtaking design vibrant colors distinctive style sure captivate everyone Launching August 1st Flipkart motorolain leading retail stores,0.8271,Good
,Facebook,,,,Although HAWK my favorite from SUC really miss Motorola,0.2748,Good
,Facebook,,,,Motorola Razr 40 Ultra ASMR Unboxing… See more,0.0,Neutral
,Facebook,,,,1980 premiership captain Bruce Monteath Homecoming Hero Sunday presented by Motorola — with Motorola,0.5574,Good
,Facebook,,,,Flip phones making comeback Here’s why Motorola’s Razr 40 one want,0.0772,Good
,Facebook,,,,Even after 10 years durability testing phones Manufactures continue surprise with new ways phones break Today we durability test new Motorola Razr Phone Plus also called Razr 40 Ultra outside USA newest folding phone from Motorola beauty look with its wall wall triple hole punch display outside,0.7096,Good
,Facebook,,,,ICYMI check out Motorola Edge 40 review find out if phone that checks all right boxes or not,0.0,Neutral
,Facebook,,,,not how we expected Motorola Razr Plus break,0.0,Neutral
,Facebook,,,,Homecoming Hero Craig McKellar Presented by Motorola,0.5574,Good
,Facebook,,,,Flex your style flaunt super stylish ultrapocketable infinitely flexible design marvels MotorolaRazr40 MotorolaRazr40Ultra Now available Reliance Digital motorolain starting just ₹54999,0.8316,Good
,Facebook,,,,Soar new heights with MotorolaRazr40Ultra Join in Razrflipping life pilotlaxmi showcasing how revolutionary flippable phone keeps her connected productive From flight related information staying connected with loved ones MotorolaRazr40Ultra your ultimate companion Get ready elevate your smartphone experience with RazrRevolution2023… See more,0.8225,Good
,Facebook,,,,Matts mum make that Facebook status now Watch debutant calls his parents thanks Motorola,0.4404,Good
,Facebook,,,,Check out wonderful review from newscomau new motorola razr 40 ultraThe new device wowing phone fans tech enthusiasts one first pocketable flip phones house large outer touch screenThe motorola razr 40 ultra available now… See more,0.8625,Good
,Facebook,,,,When buying smartphone choosing iPhone vs an Android isnt easy Theyre similar but differ in crucial areas Get facts make choice thats right,-0.1786,Bad
,Facebook,,,,we just take moment here admire beauty new Motorola Edge 40 PushItToTheEdge MotorolaEdge40ممكن لحظة نتأمل فيها جمال موتورولا Edge 40؟ موت… See more,0.7845,Good
,Facebook,,,,From Braces Bakes My Razrflipping Food Journey through lifes twists turns Join me bare it all nostalgic trip down memory lane with all new MotorolaRazr40Ultra recounting my remarkable transformation from an orthodontist food blogging baker Amidst lifes rollercoaster ride discovered my passion all things culinary embracing ups downs with unwavering love food Get ready reel filled with heartwarming anecdotes and… See more,0.9559,Good
,Facebook,,,,What happens when reimagine an iconic brand an iconic form factor get allnew motorolaRazr40Ultra motorolaRazr40 Two infinitely flexible ultrapocketable gapless virtually creaseless devices that adapt different modes use look super stylish same time Now it’s your turn make move FlipTheScript,0.7003,Good
,Facebook,,,,It’s time get groovin’ get movin’ make way motorolarazr40 where pocketable perfection meets an unparalleled user experience With its flexible design creaseless 69 pOLED Display Get it ₹54999 Amazon India motorolain leading retail stores,0.743,Good
,Facebook,,,,ContestAlert Win exciting prizes by answering ​It’s 1010 but it’s better because motorolaRazr40Ultra’s External Display ” big ​Answer in comments below like live stream event Contest open till 1159 PM tonight Use RazrRevolution2023 RazrQuizMania httpsbitly3pBggxa,0.9118,Good
,Facebook,,,,Experience future smartphone design with MotorolaRazr40Ultras sleek aesthetics cuttingedge features while embracing flawless flexibility gapless MotorolaRazr40 Get motorolaRazr40Ultra ₹82999 motorolaRazr40 ₹54999 Sale starts 15 July Amazon India motorolain leading retail stores,0.7506,Good
,Facebook,,,,DAY FINALLY HEREThe motorola razr 40 ultra available NOW JB HiFi Officeworks BIG W Australia Good Guys Harvey Norman motorolacomau motorola edge 40 available now JB HiFi Officeworks BIG W Good Guys Harvey Norman motorolacomau … See more,0.7003,Good
,Facebook,,,,Witness Kriti FliptheScript alongside revolutionary motorolaRazr40Ultra flip phone redefines portability functionality boasting extraordinary Worlds Largest 36 External Display With blazingfast 144Hz refresh rate an impressive 1100nits brightness its true visual marvel Get it ₹82999incl bank offer Sale starts 15th July Amazon motorolain leading retail stores,0.9042,Good
,Facebook,,,,Worlds Most Flamboyant Performer motorolaedge40 now in Viva Magenta Stylish durable waterresistant 144Hz pOLED display 50MP camera system fast charging more Buy now just ₹29999 Flipkart motorolain leading retail stores,0.0,Neutral
,Facebook,,,,we stroll through final leg RazrRevolution2023let introduce DrAhmed Ashfaq Smile Alchemist not only spread smiles with his orthodentistry but also provided true happiness one all after deciding FlipTheScript with his culinary brilliance after reinventing himself into Razrflipping gourmet chef confectioner with his ever reliable companion all new MotorolaRazr40Ultra MotorolaRazr40Ultra launching all over India th… See more,0.9425,Good
,Facebook,,,,Motorola Razr 40 series India launch today Heres what expect motorolaRazr40 motorolaRazr40Ultra,0.0,Neutral
,Facebook,,,,ContestAlert Calling out all Razr Fans participate in quiz stand chance win exciting prices MotorolaRazr launch event All need answer questions asked during event use RazrFlippingContest RazrRevolution2023 Tune in Youtube Channel 5PM,0.8402,Good
,Facebook,,,,Lets FlipTheScript embrace past stroll down memory lane revisit days when bullying cast its dark shadow upon my Razrflipping pathIt was battle that tested my resilience but wasnt alone My parents my true friends became my shield support system… See more,0.8981,Good
,Facebook,,,,Motorola launching Razr 40 Razr 40 Ultra today in India which might undercut Samsung OPPO foldable phones in pricing,0.0,Neutral
,Facebook,,,,Introducing ultramodern ultrapocketable motorola razr 40 ultraPreorder get bonus set Bose QuietComfort® Earbuds II when redeem after purchase Shop now httpsfalcn3zCR2… See more,0.5423,Good
,Facebook,,,,Smartphone brands such Samsung Motorola OnePlus Oppo iQOO have lined up series launches across price ranges coinciding with upcoming ecommerce sales,0.0,Neutral
,Facebook,,,,Say Hello new improved Razrflipping Madhusudan Patidar he prepares FlipTheScript time with something that aggrandize RazrRevolution2023 futhermoreJoin we witness quintessential cragsmanvagabond globetrotter embrace depths his innermost trials tribulations in tow with all new motorolaRazr40ultra adding yet another evocative spellbinding chapter in young achievers life including ownMotorolaRaz… See more,0.6597,Good
,Facebook,,,,Wantoks say Hello all new sleek MOTOROLA e13 Smartphone Get yours Digicel Store today only K429 receive 50GB FREE DATA plus Chance WIN second handset Motorolae13 DigicelBetterTogether,0.8902,Good
,Facebook,,,,Here’s sneak peek phenomenal launch event Madrid Spain launch motorolaRazr40Ultra Coming soon in India amzonIN,0.0,Neutral
,Facebook,,,,Hey PNG Introducing all New Motorola e13 only K429 Thats right buy Moto e13 today receive 50GB FREE DATA chance WIN second handset What waiting Get yours Digicel store today your chance Win Digicel HelloMoto Motorola DigicelBetterTogether,0.9466,Good
,Facebook,,,,unimaginable turns into reality It time explore infinite possibilities with motorola razr 40 ultra FlipTheScript razr40ultraLearn more bitly43tzOSM,0.0,Neutral
,Facebook,,,,IT’S FINALLY HERE Introducing ultramodern ultrapocketable new motorola razr Register early access preorder httpsbitly3OHVMwZ FlipTheScript razr,0.0,Neutral
,Facebook,,,,Motorola might have finally cracked Razr formula,0.0,Neutral
,Facebook,,,,Unfold your dreams into reality unthinkable more with motorola razr 40 ultra FlipTheScript razr40ultraLearn more bitly43tzOSM,0.4019,Good
,Facebook,,,,Let in more light with widest aperture smartphone motorola edge 40 findyouredgeLearn more httpsbitly3NJhCQp,0.0,Neutral
,Facebook,,,,Hello MotoWe’re excited welcome Motorola back UK’s fastest 5G networkIntroducing Motorola Razr 40 Ultra foldable worth paying attention Featuring – … See more,0.743,Good
,Facebook,,,,Don’t let low lighting dim your creativity Capture brighter images motorola edge 40 with widest aperture smartphone findyouredgeLearn more httpsbitly3NJhCQp,0.4767,Good
,Facebook,,,,Motorola Moto Edge Plus 2023 under 800 sure get lot highend specs But it going enough get switch Motorola Let know what think about new Edge Plus in comments find out more about phone others Moto launched today link in bio… See more,0.34,Good
,Facebook,,,,Motorola Edge Plus 2023 review,0.0,Neutral
,Times of India,,,,,0.0,Neutral
,Times of India,,,,Amazon Indias Prime Day 2023 sale commence from July 15 July 16 offering up 40 discount all products including top brands like Samsung OnePlus more sale feature deals smartphones with iPhone 14 available Rs 66499 Lava Blaze 5G being most affordable 5G smartphone starting Rs 10499 Amazon also offer discounts Samsungs Galaxy M34 5G available Rs 16999 OnePlus Nord CE 2 Lite Additionally Nokia C12 available Rs 5129,0.6908,Good
,Times of India,,,,Amazon India has announced its annual Prime Day sale which take place July 15th 16th Prime members have access exclusive deals discounts wide range products including smartphones laptops electronics home appliances During sale customers also enjoy additional discounts by using ICICI Bank CreditDebit cards SBI Credit Cards sale feature new launches from top Indian global brands well discounts electronics appliances such TVs laptops smartphones,0.872,Good
,Times of India,,,,Amazon India has completed its seventh Prime Day sale with platform offering discounts across all categories including popular smartphone electronics brands such Samsung OnePlus Realme event was largest Prime Day sale date saw 14 growth in Prime membership engagement compared prior years Topselling devices included recently launched Samsung Galaxy M34 5G with five smartphones selling every second 70 demand coming from tier 2 3 cities During Prime Day 22190 orders were placed every minute,0.8442,Good
,Times of India,,,,Motorola G32 made its debut in India in 2022 company also launched an 8GB RAM variant earlier year Now etailer Flipkart has slashed price Motorola G32 smartphone smartphone now available purchase Rs 10999 Flipkart original price phone was Rs 16999 with smartphone has seen price drop 35,-0.0516,Bad
,Times of India,,,,From July 15th 16th get exclusive discounts that only available Prime members Upgrade your appliances revamp your wardrobe indulge in some guiltfree shopping with incredible savings Dont miss out highly anticipated sale get your hands latest mobiles like OnePlus Nord 3 5G realme narzo 60 5G Samsung Galaxy M34 more,0.5337,Good
,Times of India,,,,Venkat Krishnan executive director global partner solutions GPS Microsoft India leads Microsoft partner business strategy enabling partners build IP services businesses digital transformation Microsoft Cloud Partner Program offers benefits such access global network insights tools training resources partners build connections drive customer success reach their full business potential Krishnan revealed their focus customerfirst partnerled initiatives programs that empower partners Microsoft now offers 28 specializations in its revamped GPS program providing flexibility partners,0.8591,Good
,Times of India,,,,Motorola Razr 40 Ultra available price Rs 89999 while Motorola Razr 40 priced Rs 59999 smartphones go sale from July 15 starting 12 pm Amazon Motorolain Reliance Digital other leading retail stores Motorola Razr 40 Ultra also available prebooking starting July 3 6 pm onwards Amazonin,0.1779,Good
,Times of India,,,,While Apples future appears bright in India thanks countrys aspirational middle class its chief rival Samsung has cautionary tale India,0.7003,Good
,Times of India,,,,Motorola Edge 40 now official Motorola has expanded its edge series smartphones with launch Motorola Edge 40 in smartphone powered by MediaTek chipset runs Android 13 operating system smartphone sports an pOLED display it comes with water dustresistant design,0.0,Neutral
,Times of India,,,,Motorola Razr 40 Ultra now official Lenovoowned Motorola has launched its flagship foldable smartphone Motorola Razr 40 Ultra an event in China Like its predecessor foldable smartphone sports same clamshell design powered by Qualcomm Snapdragon 8 Gen 1 chipset One main highlights smartphone its 36inch pOLED secondary display which bigger when compared rival foldable smartphones,0.5267,Good
,Times of India,,,,Canon reportedly seeking partnership with smartphone company boost its brand value enhance camera capabilities phones It has not been disclosed which company camera brand intends partner with but previous collaborations between smartphone brands camera manufacturers may offer insight into which firms may considered Similarly its still uncertain what Canon contribute partnership however it may opt collaborate with smartphone manufacturer work software hardware together,-0.0644,Bad
,Times of India,,,,article tablets under 40000 give glimpse some best tablets under 40000 that buy,0.6369,Good
,Times of India,,,,Motorola Edge 40 here Chinese smartphone maker has expanded its Edge series smartphones with launch Motorola Edge 40 5Genabled Motorola smartphone supports 14 5G bands premium smartphone features an ultrathin metal frame curved vegan leather matte back,0.3612,Good
,Times of India,,,,Android Autos latest update called Coolwalk reportedly causes issues some users According 9to5Google some users Android Auto systems either not connecting or disconnecting randomly after installing update Users have complained about their phones failing connect properly with their car stereos via both wired wireless connections,-0.7184,Bad
,Times of India,,,,Your smartphone handy camera that always carry with pleasantly surprised see improvements in camera performance mobile phones available in market now Thus we have enlisted best camera phones available in India,0.8885,Good
,Times of India,,,,landline phone with sim one most admirable aesthetic additions modern homes offices Furthermore vast majority cordless phones produced by some selected brands with few differences between numerous models,0.5984,Good
